,date,author,text,id
0,Mar 25,PatriotsInControl,"Patriots In Control @PatriotsInControl·Mar 25Replying to @JonasLibertas99, @LiamNerrdon12, and 1 more53383",110084793487251782
1,Mar 25,PatriotsInControl,"Patriots In Control @PatriotsInControl·Mar 25Replying to @JonasLibertas99, @LiamNerrdon12, and 1 more31563",110084802647792494
2,Mar 25,DLDawson,FYI…RatBastardsGoingDown...@DLDawson·Mar 25Replying to @PatriotsInControlsymbolism will be [their] downfall…17,110084881078871285
3,Mar 25,DLDawson,FYI…RatBastardsGoingDown...@DLDawson·Mar 25Replying to @PatriotsInControl3420,110084882154230010
4,Mar 25,DLDawson,FYI…RatBastardsGoingDown...@DLDawson·Mar 25Replying to @PatriotsInControl2420,110084882649453888
5,Mar 25,Fupped_Duck,Fupped Duck@Fupped_Duck·Mar 25Replying to @DLDawson and @PatriotsInControlYet he walks the streets.For now.22,110084924646420988
6,Mar 25,God_Bless_Trump,"Andrea | #IStandWithTrump @God_Bless_Trump·Mar 25Replying to @Fupped_Duck, @DLDawson, and 1 more4423",110084949887657476
7,Mar 25,DLDawson,"FYI…RatBastardsGoingDown...@DLDawson·Mar 25Replying to @God_Bless_Trump, @Fupped_Duck, and 1 more118",110084951061117324
8,Mar 25,DLDawson,"FYI…RatBastardsGoingDown...@DLDawson·Mar 25Replying to @God_Bless_Trump, @Fupped_Duck, and 1 more237",110084951628426222
9,Mar 25,God_Bless_Trump,"Andrea | #IStandWithTrump @God_Bless_Trump·Mar 25Replying to @DLDawson, @Fupped_Duck, and 2 more1613",110084953628268689
10,Mar 25,God_Bless_Trump,"Andrea | #IStandWithTrump @God_Bless_Trump·Mar 25Replying to @DLDawson, @Fupped_Duck, and 2 more2522",110084954901612067
11,Mar 25,Lara45,"𝐿𝒶𝓇𝒶 | #IStandWithTrump@Lara45·Mar 25Replying to @TheWD40, @DLDawson, and 4 more1718",110085028062860775
12,Mar 25,Lara45,"𝐿𝒶𝓇𝒶 | #IStandWithTrump@Lara45·Mar 25Replying to @TheWD40, @DLDawson, and 4 more1318",110085030476366237
13,Mar 25,Lara45,"𝐿𝒶𝓇𝒶 | #IStandWithTrump@Lara45·Mar 25Replying to @TheWD40, @DLDawson, and 4 more2527",110085032767875837
14,Mar 26,bigbrother10,"johnking@bigbrother10·Mar 26Replying to @Lara45, @DLDawson, and 4 moreExcept the NY indictment, the Georgia indictment , the federal indictment for stealing all those top secret documents, the insurrection indictment ! Nothing serious !!! ",110089336336987439
15,Mar 26,SouthernSusie13,"Southern Susie13@SouthernSusie13·Mar 26Replying to @Lara45, @DLDawson, and 4 moreHowdy. The other Southern Susie  Susan is not my southern name lol.1",110091009412828074
16,Mar 25,OksanaTrump," OKᔕᗩᑎᗩ Tᖇᑌᗰᑭ Verified Account@OksanaTrump·Mar 25Replying to @TheWD40, @DLDawson, and 3 more1631",110085538171135650
17,Mar 26,bigbrother10,"johnking@bigbrother10·Mar 26Replying to @OksanaTrump, @DLDawson, and 4 moreOnly the stupid ones !1",110089339035656425
18,Mar 25,pjsher,"PJ@pjsher·Mar 25Replying to @God_Bless_Trump, @DLDawson, and 2 moreI trust in that with my whole heart! God does win!11",110085494971772189
19,Mar 25,DLDawson,"FYI…RatBastardsGoingDown...@DLDawson·Mar 25Replying to @God_Bless_Trump, @Fupped_Duck, and 1 more11",110084957001048049
20,Mar 25,lisaaw,"LisaAw@lisaaw·Mar 25Replying to @DLDawson, @Fupped_Duck, and 2 moreWhat are the discs?  If they are not stationary, what propeIs them?I don't get the connection between the picture and the caption.  Just curious.",110085484893498412
21,Mar 25,pjsher,"PJ@pjsher·Mar 25Replying to @DLDawson, @Fupped_Duck, and 2 moreInteresting!",110085478075306631
22,Mar 25,bigbrother10,"johnking@bigbrother10·Mar 25Replying to @God_Bless_Trump, @DLDawson, and 2 moreOnly if you’re mentally challenged!1",110086819438874290
23,Mar 25,Fupped_Duck,"Fupped Duck@Fupped_Duck·Mar 25Replying to @bigbrother10, @DLDawson, and 2 moreIs this you?21",110086840831371878
24,Mar 26,bigbrother10,"johnking@bigbrother10·Mar 26Replying to @Fupped_Duck, @bigbrother10, and 3 moreLooks like a mirror shot to me !",110089325855817941
25,Mar 26,bigbrother10,"johnking@bigbrother10·Mar 26Replying to @Fupped_Duck, @bigbrother10, and 3 moreLooks more like you than me !",110092340166776693
26,Mar 26,bigbrother10,"johnking@bigbrother10·Mar 26Replying to @God_Bless_Trump, @DLDawson, and 2 more",110089319345211316
27,Mar 26,bigbrother10,"johnking@bigbrother10·Mar 26Replying to @Fupped_Duck, @DLDawson, and 1 moreHe’ll be walking the streets a lot longer than your demented hero !",110090251234350922
28,Mar 25,hiwnbelle,Hiwnbelle@hiwnbelle·Mar 25Replying to @DLDawson and @PatriotsInControl#Firingsquad4fauci,110084928410257142
29,Mar 25,mrsonnybimbo,mrsonnybimbo@mrsonnybimbo·Mar 25Replying to @DLDawson,110084889572498503
30,Mar 25,SKG19,Pippi️️️ #IStandWithTrump@SKG19·Mar 25Replying to @DLDawson and @PatriotsInControl,110084891909086399
31,Mar 25,frildoh17,Big Daddy Vladi@frildoh17·Mar 25Replying to @PatriotsInControl7,110084882681369610
32,Mar 25,makikata,makikata@makikata·Mar 25Replying to @PatriotsInControlRight on,110084946861132261
33,Mar 25,DebbieAnnMiracle,DebbieAnnMiracle@DebbieAnnMiracle·Mar 25Replying to @PatriotsInControl10,110084835742539529
34,Mar 25,Tonianndandrea,Tonianndandrea@Tonianndandrea·Mar 25Replying to @PatriotsInControlI do stand with trump !! I may not agree on every single word but he has shown himself to be a true leader and my vote is for him !! I believe that president trump will bring us back to a superpower so the rest of us can live within our means strive for better things be judged on merit not skin color or affiliation to be free to talk whatever kind of shit I want !! If you want to be free to be whatever you want you want trump because the Chinese are already here !!210,110084845532183890
35,Mar 25,AnnaPearl,Anna Pearl@AnnaPearl·Mar 25Replying to @Tonianndandrea and @PatriotsInControlWow. Impressive words of wisdom. I agree with you. I’m glad I decided to read some of the posts on this thread. Making sense of most of them is a chore and they are same ole stuff but you have written words I totally understand and I agree! President Trump can hold his head high because he loves AMERICA.27,110084934276016441
