,date,author,text,id
0,Mar 30,JackieV,"Jackie V @JackieV·Mar 30Replying to @jasper21_, @realDonaldTrump, and 2 more728113",110113819084030303
1,Mar 30,JackieV,"Jackie V @JackieV·Mar 30Replying to @jasper21_, @JackieV, and 3 more1226122",110113820231342656
2,Mar 30,JackieV,"Jackie V @JackieV·Mar 30Replying to @jasper21_, @JackieV, and 3 more632120",110113821357012258
3,Mar 30,JackieV,"Jackie V @JackieV·Mar 30Replying to @jasper21_, @JackieV, and 3 more636142",110113823076589558
4,Mar 30,Duphorn,"Duphorn@Duphorn·Mar 30Replying to @JackieV, @jasper21_, and 3 more438134",110113834531512013
5,Mar 30,DLDawson,"FYI…RatBastardsGoingDown...@DLDawson·Mar 30Replying to @Lara45, @Duphorn, and 3 more3241",110113903487946640
6,Mar 30,DLDawson,"FYI…RatBastardsGoingDown...@DLDawson·Mar 30Replying to @Lara45, @Duphorn, and 3 more3715",110113904548608477
7,Mar 30,DLDawson,"FYI…RatBastardsGoingDown...@DLDawson·Mar 30Replying to @Lara45, @Duphorn, and 3 more31434",110113905564109369
8,Mar 30,DLDawson,"FYI…RatBastardsGoingDown...@DLDawson·Mar 30Replying to @Lara45, @Duphorn, and 2 more31841",110113906442250007
9,Mar 30,DLDawson,"FYI…RatBastardsGoingDown...@DLDawson·Mar 30Replying to @Lara45, @Duphorn, and 2 more2934",110113907525288215
10,Mar 30,OksanaTrump," OKᔕᗩᑎᗩ Tᖇᑌᗰᑭ Verified Account@OksanaTrump·Mar 30Replying to @DLDawson, @Duphorn, and 3 more43173",110113934998478938
11,Mar 30,suzietyf,"suzietyf@suzietyf·Mar 30Replying to @TrumpWon2020Bigly, @DakotaPlains22, and 6 moreAfter he committed to this crime UN won’t do nothing. He is destroying us every day!5",110114297348581778
12,Mar 30,memememanana,"memememanana@memememanana·Mar 30Replying to @OksanaTrump, @DLDawson, and 4 more",110113940028755237
13,Mar 30,magaboy4life,"Chad #ISTANDWITHTRUMP@magaboy4life·Mar 30Replying to @OksanaTrump, @DLDawson, and 4 moreSame here! So ready for @realDonaldTrump to Make America Great Again1412",110113942255686118
14,Mar 30,JoeShmoltzy,"Joey Shmoey@JoeShmoltzy·Mar 30Replying to @magaboy4life, @DLDawson, and 5 moreThe  can start by making Rikers Island Great! 13",110114670270945289
15,Mar 30,colbert1958,"Skeet treat@colbert1958·Mar 30Replying to @JoeShmoltzy, @DLDawson, and 6 moreLol1",110114674373784763
16,Mar 30,dapnaples,"dapnaples@dapnaples·Mar 30Replying to @OksanaTrump, @DLDawson, and 4 moreYes it’s so true…..and also uge!2",110113942365085331
17,Mar 30,ZiQue,"SuZiQ@ZiQue·Mar 30Replying to @OksanaTrump, @DLDawson, and 4 more11",110113964357928911
18,Mar 30,Circumcision1776,Bonny Harrison @Circumcision1776·Mar 30Replying to @ZiQueDISGUSTING,110114543691176335
19,Mar 30,TweeDee,"TweeDee@TweeDee·Mar 30Replying to @OksanaTrump, @DLDawson, and 4 moreAmen.",110113940470252695
20,Mar 30,ZiQue,"SuZiQ@ZiQue·Mar 30Replying to @OksanaTrump, @DLDawson, and 4 more100% you’ve got my faith and vote!￼2",110113970050082112
21,Mar 30,suzietyf,"suzietyf@suzietyf·Mar 30Replying to @OksanaTrump, @DLDawson, and 4 moreHe can’t do it alone! People need to stand accountable for their crimes1",110114290567447596
22,Mar 30,suzietyf,"suzietyf@suzietyf·Mar 30Replying to @DLDawson, @Duphorn, and 3 moreNo one is being held accountable for there crimes except innocent people that speak out!3",110114286034914079
23,Mar 30,TCone,"BKS@TCone·Mar 30Replying to @DLDawson, @Duphorn, and 3 moreAll of them. He can give you another pill for side effects and give you another pill for side effects and give you another pill for side effects and give you another pill for side effects……………",110114046706791722
24,Mar 30,Bluepit19651,"Bluepit19651@Bluepit19651·Mar 30Replying to @DLDawson, @Duphorn, and 3 moreI did, And he said he’ll No it wasn’t good for me!Then he told what is really bad for was a Whitehouse full of Democrats, and there is no vaccine for that, The stupidity they have just runs too deep!3",110114827707223950
25,Mar 30,suzietyf,"suzietyf@suzietyf·Mar 30Replying to @DLDawson, @Duphorn, and 3 moreIsn’t that the truth!1",110114279238860709
26,Mar 30,TrumpIsAWhackJob,"DeSantis2024@TrumpIsAWhackJob·Mar 30Replying to @DLDawson, @Duphorn, and 3 more2",110114770912018459
27,Mar 30,havefaith55,"havefaith55@havefaith55·Mar 30Replying to @DLDawson, @Duphorn, and 3 more2",110113937546708466
28,Mar 30,tilliemea,"Karen parsley@tilliemea·Mar 30Replying to @DLDawson, @Duphorn, and 3 moreTime to deal with him",110113984527017688
29,Mar 31,julieamcpherson,"julieamcpherson@julieamcpherson·Mar 31Replying to @DLDawsonAnd there you have a pic that SHOULD BE THE ARREST HAPPENING! Our legal system is biased, one sided and is not about justice anymore. It's about the left destroying political opponents and the destruction of our republic! Trump 2024 1",110118688650408968
30,Mar 30,linda_J_588,"linda_J_588@linda_J_588·Mar 30Replying to @DLDawson, @Duphorn, and 3 moreCan’t wait2",110113930709074411
31,Mar 30,adildine,"adildine@adildine·Mar 30Replying to @DLDawson, @Duphorn, and 3 moreLol",110113977642055965
32,Mar 30,suzietyf,"suzietyf@suzietyf·Mar 30Replying to @DLDawson, @Duphorn, and 3 moreDestroy them all! Including all there fake clones. Tired of military saying there under trial but there clones running around!",110114266866748939
33,Mar 30,paula53S,"Auntie P@paula53S·Mar 30Replying to @DLDawson, @Duphorn, and 3 moreTake him.  And then keep him",110114621511623690
34,Mar 30,suzietyf,"suzietyf@suzietyf·Mar 30Replying to @DLDawson, @Duphorn, and 3 moreEvery dollar needs to be taking away from these people. Nurburgring trials each one. Stop putting our world in Harms Way! Destroy them the way they destroyed the world! Can’t wait till they destroy move lives with all their biolabs! Now is the time!",110114256420867099
35,Mar 30,paula53S,"Auntie P@paula53S·Mar 30Replying to @DLDawson, @Duphorn, and 3 moreDid you know they want to kill half the population of the entire world by 2050 in order to push their communist agenda and take over the planet?  All of those pigs are the work of the devil and the democrats are siding with them.  Go back and read some of my posts as I have the info.  Klaus Schwab is the devil..",110114619067049421
36,Mar 30,bd5star,"bd5star@bd5star·Mar 30Replying to @DLDawson, @Duphorn, and 3 moreExactly!!",110113968622614015
37,Mar 30,AndieThink,"AndieThink@AndieThink·Mar 30Replying to @Lara45, @Duphorn, and 2 moreI am more conservative than Donald Trump. I love Donald though.",110114410605009969
38,Mar 30,isotoolman2012,"isotoolman2012@isotoolman2012·Mar 30Replying to @Lara45, @Duphorn, and 3 moreYou should start calling the “joint venture”",110113889937893362
39,Mar 30,rojas," Love my Country @rojas·Mar 30Replying to @Lara45, @Duphorn, and 3 more@Lara454",110113897635776957
40,Mar 30,emeth,"Emeth@emeth·Mar 30Replying to @Craigsnb, @Duphorn, and 3 moreWhat is his name?",110115073497723863
41,Mar 30,Smattacc,Smattacc@Smattacc·Mar 30Replying to @JackieV and @realDonaldTrump1,110114013198518924
42,Mar 30,NumptyTrumpty,NumptyTrumpty@NumptyTrumpty·Mar 30Replying to @JackieV and @realDonaldTrumpPray for @realDonaldTrump death.1,110114174867100013
43,Mar 30,Stanrene,Save America@Stanrene·Mar 30Replying to @JackieV and @realDonaldTrumpAmen!  God save America ,110114232454990919
44,Mar 30,paula53S,Auntie P@paula53S·Mar 30Replying to @JackieV and @realDonaldTrumpAmen,110114602306496125
45,Mar 30,MAGAbb69,Sewer Socialist@MAGAbb69·Mar 30Replying to @JackieV and @realDonaldTrump1,110115600370841531
46,Mar 30,Ajoyfulsoul,Grandma Joy@Ajoyfulsoul·Mar 30Replying to @JackieV and @realDonaldTrumpPast time! Decertify 2020! I’m not going to stop saying it!14,110113927309580166
47,Mar 30,rjwalsh81_2,rjwalsh81_2@rjwalsh81_2·Mar 30Replying to @JackieV and @realDonaldTrumpYou mean keep the man who tried to steal the election after losing out of the White House.4,110113977533222764
48,Mar 30,tilliemea,"Karen parsley@tilliemea·Mar 30Replying to @JackieV and @realDonaldTrumpYes it is Mr President,Biden is not a president or the president",110113980252078401
49,Mar 30,NumptyTrumpty,NumptyTrumpty@NumptyTrumpty·Mar 30Replying to @JackieVWe already did - That fucking piece of shit Dickhead Donnie was escorted out by We The People.1,110114171691161051
50,Mar 30,Stanrene,Save America@Stanrene·Mar 30Replying to @JackieV and @realDonaldTrumpIts a clear evidence now that Joe is an illegitimate president but also corrupt with conflict of interest with China taking millions of $’s. He must be arrested immediately for thorough investigation for Treason and cannot allow him to continue as he will destroy this country beyond imagination. God save America! 2,110114229058432073
51,Mar 30,rojas," Love my Country @rojas·Mar 30Replying to @JackieV, @realDonaldTrump, and 1 more@JackieV17",110113889468698175
52,Mar 30,rjwalsh81_2,"rjwalsh81_2@rjwalsh81_2·Mar 30Replying to @rojas, @JackieV, and 1 more12",110113982119695790
53,Mar 30,JohnBull74,"Mr. JohnBull74@JohnBull74·Mar 30Replying to @rjwalsh81_2, @JackieV, and 2 moreRight the joke is really on you watch this https://truthsocial.com/users/the17thletter/statuses/11005835281812409111",110113990773810581
54,Mar 30,rjwalsh81_2,"rjwalsh81_2@rjwalsh81_2·Mar 30Replying to @JohnBull74, @JackieV, and 3 moreThat’s from TikTok don’t trust it.22",110114006153997720
55,Mar 30,JohnBull74,"Mr. JohnBull74@JohnBull74·Mar 30Replying to @rjwalsh81_2, @JackieV, and 3 moreOk the truth is there You cannot justify it .",110114012566221662
56,Mar 30,ForHisGlory6,"ForHisGlory6 #IStandWithTrump@ForHisGlory6·Mar 30Replying to @rjwalsh81_2, @JackieV, and 3 moreWould that be because your government told you it was bad? What if I told you it's because they have no access to the platform and data in order to control it?1",110114336509512107
57,Mar 30,rjwalsh81_2,"rjwalsh81_2@rjwalsh81_2·Mar 30Replying to @ForHisGlory6, @JackieV, and 4 moreBoth sides have rallied against TikTok your shit head.2",110115049902137847
58,Mar 30,ForHisGlory6,"ForHisGlory6 #IStandWithTrump@ForHisGlory6·Mar 30Replying to @rjwalsh81_2, @JackieV, and 3 moreBless your heart. You really don't understand that we only have the illusion of parties.",110115347018708225
59,Mar 31,JohnBull74,"Mr. JohnBull74@JohnBull74·Mar 31Replying to @rjwalsh81_2, @ForHisGlory6, and 4 moreYou are in denial  you will not accept that you were wrong even if the Truth is blatantly in your face, smh typical normie. the real Joe Biden is dead he’s been gone since 2017 remember the world tour Thats President Trump took of that Summer? Also listen carefully to his inaugural speech he told what he was going to do and its about completed , the truth is We are watching a movie pay attention.1",110115904203771600
60,Mar 30,lataxpayer,"Vietnam veteran@lataxpayer·Mar 30Replying to @JackieV, @realDonaldTrump, and 1 moreTrump lost and should be in jail. The numerous bankruptcy’s he has filed and the bumper of people’s lives he destroyed because of bad decisions and bankruptcy filings1",110113899277422464
61,Mar 30,rjwalsh81_2,rjwalsh81_2@rjwalsh81_2·Mar 30Replying to @JackieV and @realDonaldTrump2,110113975200553306
62,Mar 30,Sheila58,Sheila58@Sheila58·Mar 30Replying to @JackieV and @realDonaldTrumpDamn Right HE WON and I want him back NOW! 2,110114106871705339
63,Mar 30,NumptyTrumpty,NumptyTrumpty@NumptyTrumpty·Mar 30Replying to @JackieVHang the Traitor,110114167476467032
64,Mar 30,therealtruth102,Seymour bals@therealtruth102·Mar 30Replying to @JackieV and @realDonaldTrumpIf he won why is he asking for prayers you stupid magatard ,110114339876305503
65,Mar 30,danthebutcher,danthebutcher@danthebutcher·Mar 30Replying to @JackieV and @realDonaldTrumpTrump won....a cheese burger eating contest,110114460362370824
66,Mar 30,NoMoreOrange,NoMoreOrange@NoMoreOrange·Mar 30Replying to @JackieV and @realDonaldTrumpThe NY Grand Jury Votes to indict trump!!!!!!1,110114523173048342
67,Mar 30,Draco1,Jimmy@Draco1·Mar 30Replying to @JackieV and @realDonaldTrumpDamm right he did,110114692007369359
68,Mar 31,dawnpeluso,dawnpeluso@dawnpeluso·Mar 31Replying to @JackieVNo he didn't lol,110119058779111454
69,6h,lataxpayer,Vietnam veteran@lataxpayer·6hReplying to @JackieV and @realDonaldTrumpTrump lost and he needs to get over it and move on but his ego won’t allow that he is a fucking loser,110183187971946978
70,Mar 30,jay1946,"jay1946@jay1946·Mar 30Replying to @JackieV, @jasper21_, and 3 moreThis is the man of the season. Put him where he belongs. The White House. God bless United States Army retired.1111",110113823465197609
71,Mar 30,antifascist,"heretoobserve@antifascist·Mar 30Replying to @jay1946, @JackieV, and 1 moreNo. In prison1",110113985864619259
72,Mar 30,Laylapat4trump,Layla PATRIOT 4 Trump@Laylapat4trump·Mar 30Replying to @JackieV and @realDonaldTrumpJoin me EVERY NIGHT at 7:00 pm CST in prayer for our beloved nation! 612,110113984296093280
73,Mar 30,DonnyTheProphet,Donny The Prophet@DonnyTheProphet·Mar 30Replying to @JackieV and @realDonaldTrumphttps://www.youtube.com/watch?v=G2qIXXafxCQThis Video Will Get Donald Trump ElectedYouTube11,110114062633521863
74,Mar 30,danthebutcher,danthebutcher@danthebutcher·Mar 30Replying to @JackieV and @realDonaldTrump,110114461638689524
75,Mar 30,NoMoreOrange,NoMoreOrange@NoMoreOrange·Mar 30Replying to @JackieV and @realDonaldTrumpThe NY Grand Jury Votes to indict trump!!!!!!,110114516793607813
76,Mar 30,Gunnerlundin,GUNNER️@Gunnerlundin·Mar 30Replying to @realDonaldTrump2,110113819154295058
77,Mar 30,DurhamBarr,Just the Truth@DurhamBarr·Mar 30Replying to @realDonaldTrump and @ItsTaylorFrench@ItsTaylorFrench Maybe real Booms coming.1,110113819246435822
78,Mar 30,linda_J_588,"linda_J_588@linda_J_588·Mar 30Replying to @DurhamBarr, @ItsTaylorFrench, and 1 moreMaybe1",110113971793601912
79,Mar 30,DurhamBarr,"Just the Truth@DurhamBarr·Mar 30Replying to @linda_J_588, @DurhamBarr, and 2 moreThat was a boom.  45 indicted. Ouch1",110114636467694112
80,Mar 30,Susan1776,Snowbrarian@Susan1776·Mar 30Replying to @realDonaldTrump,110113819790214203
