,date,author,text,id
0,Mar 29,OksanaTrump," OKᔕᗩᑎᗩ Tᖇᑌᗰᑭ Verified Account@OksanaTrump·Mar 29Replying to @JosephDilworth, @PatrickReaves, and 1 more61619",110107680212897298
1,Mar 29,OksanaTrump," OKᔕᗩᑎᗩ Tᖇᑌᗰᑭ Verified Account@OksanaTrump·Mar 29Replying to @JosephDilworth, @OksanaTrump, and 2 more2718",110107681448181844
2,Mar 29,Angelakuhl10,Angeldax10@Angelakuhl10·Mar 29Replying to @OksanaTrumpThought fox was fake now too? 1,110107708155147688
3,Mar 29,Marlow0880,Marlow0880@Marlow0880·Mar 29Replying to @Angelakuhl10FOX NEWS is rhe ONLY REAL NEWS I WATCH EVERYDAY2,110107749459374350
4,Mar 29,God_Bless_Trump,Andrea | #IStandWithTrump @God_Bless_Trump·Mar 29Replying to @Marlow0880 and @Angelakuhl10138,110108109610592273
5,Mar 29,God_Bless_Trump,"Andrea | #IStandWithTrump @God_Bless_Trump·Mar 29Replying to @Marlow0880, @Angelakuhl10, and 1 more149",110108111240796361
6,Mar 29,Lara45,"𝐿𝒶𝓇𝒶 | #IStandWithTrump@Lara45·Mar 29Replying to @StarSpangledJJ, @Angelakuhl10, and 3 more2717",110108131055104797
7,Mar 29,Lara45,"𝐿𝒶𝓇𝒶 | #IStandWithTrump@Lara45·Mar 29Replying to @StarSpangledJJ, @Angelakuhl10, and 3 more1114",110108132304295081
8,Mar 30,RhondaJune,"RhondaJune@RhondaJune·Mar 30Replying to @Lara45, @Angelakuhl10, and 3 moreBeware of the profile pix of eagle. Think it's either a troll or bot.  I'd block it!",110113879533287790
9,Mar 29,KathyPatriot58,"KathyI@KathyPatriot58·Mar 29Replying to @Lara45, @Angelakuhl10, and 3 moreLETS GET IT DONE!!",110108193299200437
10,Mar 29,terri138,"terri@terri138·Mar 29Replying to @Lara45, @Angelakuhl10, and 3 moreThey truly do suck",110108132511664598
11,Mar 29,Jewels45,Jewels45@Jewels45·Mar 29Replying to @Marlow0880 and @Angelakuhl10 Real News??? After 2020 fraud election they turned on President Trump.. and denied there was election fraud oh..and don’t forget…they wouldn’t call President Trump’s results in Florida on election night when they knew he won.,110109658931469602
12,Mar 29,theconfederacylost1965,John wick@theconfederacylost1965·Mar 29Replying to @OksanaTrumpYour post won’t stop the indictments from coming. Funny how you willing to hold others to their words but you refuse to do the same for trumphypocrisy at its best,110108070520298736
13,Mar 29,Freebyrd79,Freebyrd79@Freebyrd79·Mar 29Replying to @OksanaTrumpLook at numbers of homo u don't pride colors,110107715487923201
14,Mar 29,robertjm,robertjm@robertjm·Mar 29Replying to @OksanaTrumpAll woke!1,110107747259228305
15,Mar 29,theconfederacylost1965,John wick@theconfederacylost1965·Mar 29Replying to @robertjm and @OksanaTrumpWhat does woke mean?3,110108072411706634
16,Mar 29,robertjm,"robertjm@robertjm·Mar 29Replying to @theconfederacylost1965, @OksanaTrump, and 1 moreWoke is what you people are. Critical race theory, Transgenderism, drag queens. . . Everything that you people believe in!1",110108176601066422
17,Mar 29,theconfederacylost1965,"John wick@theconfederacylost1965·Mar 29Replying to @robertjm, @OksanaTrump, and 1 moreSo now that we see you don’t know what woke means can you please share with us what CRT is what it stands for?1",110108392404029023
18,Mar 29,robertjm,"robertjm@robertjm·Mar 29Replying to @theconfederacylost1965, @OksanaTrump, and 1 moreI don’t waste my time with fools like you. We have our republic to aTake back!",110108418341787624
19,Mar 29,DebGC," CapeLady  @DebGC·Mar 29Replying to @theconfederacylost1965, @OksanaTrump, and 1 moreWOKE is anyone who cannot define what a woman is.32",110108180230829881
20,Mar 29,robertjm,"robertjm@robertjm·Mar 29Replying to @DebGC, @OksanaTrump, and 2 moreMost democrats fall into that category.1",110108183824676571
21,Mar 29,theconfederacylost1965,"John wick@theconfederacylost1965·Mar 29Replying to @robertjm, @DebGC, and 2 moreYet republicans believed election lies1",110108383935024669
22,Mar 29,robertjm,"robertjm@robertjm·Mar 29Replying to @theconfederacylost1965, @DebGC, and 2 moreTrump won democrats cheated!1",110108432613896293
23,Mar 29,theconfederacylost1965,"John wick@theconfederacylost1965·Mar 29Replying to @robertjm, @DebGC, and 2 moreYou just don’t have any proof of it",110108532069728846
24,Mar 29,lovelaketime,"lake girl@lovelaketime·Mar 29Replying to @DebGC, @OksanaTrump, and 2 moreWoke is anyone who is weak minded21",110108195958574152
25,Mar 29,DebGC, CapeLady  @DebGC·Mar 29Replying to @lovelaketimeNot necessarily. Many are deceived.We have to understand how powerful MK Ultra is and how people have been deceived and used as pawns for a political agenda - especially anyone under 40 who has had a lifetime of indoctrination.2,110108203748967766
26,Mar 29,theconfederacylost1965,"John wick@theconfederacylost1965·Mar 29Replying to @lovelaketime, @DebGC, and 3 moreYou don’t know you’re just repeating what’s told to you by trump & the republicans so that makes you the weak one3",110108381898736631
27,Mar 29,lovelaketime,lake girl@lovelaketime·Mar 29Replying to @theconfederacylost1965You don’t know you’re just a stupid weak minded lib. If people can con you to disbelieve truth we’ve known since the dawn of time and confuse you to what a woman is then you are weak minded. Easy to manipulate.21,110108395049900597
28,Mar 29,theconfederacylost1965,John wick@theconfederacylost1965·Mar 29Replying to @lovelaketime and @theconfederacylost1965So you thought of election fraud all on your own or did trump tell you that?,110108542900883832
29,Mar 29,robertjm,robertjm@robertjm·Mar 29Replying to @lovelaketime and @theconfederacylost1965Woke is anyone who feels guilty about being created white.3,110108600625775638
30,Mar 29,theconfederacylost1965,"John wick@theconfederacylost1965·Mar 29Replying to @robertjm, @lovelaketime, and 1 moreThat’s a white racist lie",110108772515745003
31,Mar 30,theconfederacylost1965,"John wick@theconfederacylost1965·Mar 30Replying to @robertjm, @lovelaketime, and 1 morehttps://amp.cnn.com/cnn/politics/live-news/trump-indictment-hush-money-stormy-daniels/index.htmlFormer President Trump indicted by NY grand juryA Manhattan grand jury has voted to indict former President Donald Trump. Follow here for live news updates, analysis and reactions. amp.cnn.com",110115363841484132
32,Mar 30,theconfederacylost1965,"John wick@theconfederacylost1965·Mar 30Replying to @robertjm, @lovelaketime, and 1 more",110115364250145549
33,Mar 29,lovelaketime,lake girl@lovelaketime·Mar 29Replying to @theconfederacylost1965So don’t mansplain to me! Misogynist 21,110108399255567085
34,Mar 29,theconfederacylost1965,John wick@theconfederacylost1965·Mar 29Replying to @lovelaketime and @theconfederacylost1965How am I a misogynist I don’t hate women?1,110108539363260001
35,Mar 29,lovelaketime,lake girl@lovelaketime·Mar 29Replying to @theconfederacylost1965 and @lovelaketimeMansplaining is misogynistic,110108551142550020
36,Mar 29,theconfederacylost1965,John wick@theconfederacylost1965·Mar 29Replying to @lovelaketime and @theconfederacylost1965Your buddies blocked me bc they didn’t know what woke wasyou’re next1,110108545621451561
37,Mar 29,lovelaketime,lake girl@lovelaketime·Mar 29Replying to @theconfederacylost1965 and @lovelaketimeI’m really just messing with you. I love to use the left’s shit back on them. Arguing with a woman is mansplaining and that is misogynistic.  The left’s rules,110108557588485118
38,Mar 29,skyzbabe,"Skyzbabe@skyzbabe·Mar 29Replying to @theconfederacylost1965, @DebGC, and 3 moreI never seen more crap repeated than by every single liberal parroting what MSM tells them to believe!24",110108662109578022
39,Mar 29,theconfederacylost1965,"John wick@theconfederacylost1965·Mar 29Replying to @skyzbabe, @DebGC, and 4 moreSo you thought of election fraud on your own?1",110108771226231635
40,Mar 29,skyzbabe,"Skyzbabe@skyzbabe·Mar 29Replying to @theconfederacylost1965, @DebGC, and 4 moreShe RUSSIA, RUSSIS, RUSSIA11",110108799580794690
41,Mar 29,theconfederacylost1965,"John wick@theconfederacylost1965·Mar 29Replying to @skyzbabe, @DebGC, and 4 moreTrump had a republican tan senate to protect him. He is gonna wish he was just impeached in the near future bc now the senate can’t help him. He will probably get sick & die 3",110108833996225343
42,Mar 29,skyzbabe,"Skyzbabe@skyzbabe·Mar 29Replying to @theconfederacylost1965, @DebGC, and 4 moreGet back to me on that when it happens……….I’ll be waiting!22",110108842892745349
43,Mar 29,theconfederacylost1965,"John wick@theconfederacylost1965·Mar 29Replying to @skyzbabe, @DebGC, and 4 moreYou won’t have to wait long I promise1",110108975107137843
44,Mar 29,mrcupcake,"Mrcupcake@mrcupcake·Mar 29Replying to @theconfederacylost1965, @DebGC, and 4 moreSup there - still promoting your special brand of racist bigotry?1",110109188090318920
45,Mar 29,theconfederacylost1965,"John wick@theconfederacylost1965·Mar 29Replying to @mrcupcake, @DebGC, and 5 moreNo, I think you got me confused with trump1",110109198878296319
46,Mar 29,mrcupcake,"Mrcupcake@mrcupcake·Mar 29Replying to @theconfederacylost1965, @DebGC, and 5 moreNo it’s ewe1",110109209497556170
47,Mar 29,theconfederacylost1965,"John wick@theconfederacylost1965·Mar 29Replying to @mrcupcake, @DebGC, and 5 moreSo you thought of election fraud on your own?1",110109291132657166
48,Mar 29,mrcupcake,"Mrcupcake@mrcupcake·Mar 29Replying to @theconfederacylost1965, @DebGC, and 5 moreTry to focus , did I mention fraud or are ewe projecting?",110109309932624945
49,Mar 30,theconfederacylost1965,"John wick@theconfederacylost1965·Mar 30Replying to @skyzbabe, @DebGC, and 4 moreIt happened butches1",110115362632875067
50,Mar 30,skyzbabe,"Skyzbabe@skyzbabe·Mar 30Replying to @theconfederacylost1965, @DebGC, and 4 moreYou really think you got him this time????REALLY????11",110115377860857835
51,Mar 30,theconfederacylost1965,"John wick@theconfederacylost1965·Mar 30Replying to @skyzbabe, @DebGC, and 4 moreYou said it wldnt  happen now there’s no senate to protect himdo you think he will get a good cell mate?",110115382408611671
52,Mar 29,DebGC," CapeLady  @DebGC·Mar 29Replying to @theconfederacylost1965, @lovelaketime, and 3 moreYou have NO IDEA what the truth is because you have been mind-controlled by the corporate media for so long you can't think for yourself ... you only believe that you can.Your entire worldview is about to be turned on its head - maybe then you won't be so cocky!You should really get on your knees before God and beat the rush because you are entirely unprepared for what's about to happen!25",110108884713777481
53,Mar 29,theconfederacylost1965,"John wick@theconfederacylost1965·Mar 29Replying to @DebGC, @lovelaketime, and 4 moreYou guys have been saying that for 3 yrs now. Let me guess Qanon told you that",110108973386693016
54,Mar 30,theconfederacylost1965,"John wick@theconfederacylost1965·Mar 30Replying to @DebGC, @lovelaketime, and 4 morehttps://amp.cnn.com/cnn/politics/live-news/trump-indictment-hush-money-stormy-daniels/index.htmlFormer President Trump indicted by NY grand juryA Manhattan grand jury has voted to indict former President Donald Trump. Follow here for live news updates, analysis and reactions. amp.cnn.com",110115361006789113
55,Mar 29,DebGC," CapeLady  @DebGC·Mar 29Replying to @theconfederacylost1965, @lovelaketime, and 3 more31",110108894118908012
56,Mar 29,skyzbabe,"Skyzbabe@skyzbabe·Mar 29Replying to @DebGC, @lovelaketime, and 4 moreBut, but, but it’s 2023 - We for sure got him now! No, really this time we do!41",110108903402985049
57,Mar 29,theconfederacylost1965,"John wick@theconfederacylost1965·Mar 29Replying to @skyzbabe, @DebGC, and 4 moreNo one was after him in 2015 or 2016 senate members admitted trump was guilty but also said they wldnt vote to impeach trump. The senate can’t help him",110108967262849359
58,Mar 29,DebGC," CapeLady  @DebGC·Mar 29Replying to @skyzbabe, @lovelaketime, and 3 moreEven Wikileaks said DJT is clean. If they ""get"" anything on him they have manufactured it!114",110109139712552486
59,Mar 29,theconfederacylost1965,"John wick@theconfederacylost1965·Mar 29Replying to @DebGC, @lovelaketime, and 4 moreWikileaks is now the DOJ? there’s statements showing he paid a pornstar with campaign funds which means you cult members paid a porn star",110109171150539012
60,Mar 29,theconfederacylost1965,"John wick@theconfederacylost1965·Mar 29Replying to @DebGC, @lovelaketime, and 4 moreFacts are facts regardless of who says them. But how do you know what fake news reports if you don’t watch it?",110108961338591174
61,Mar 29,theconfederacylost1965,"John wick@theconfederacylost1965·Mar 29Replying to @DebGC, @OksanaTrump, and 2 moreLots of jokes but no facts on what woke means. Just admit you don’t know",110108388051112742
62,Mar 29,NatashaFatale,"Natasha Fatale@NatashaFatale·Mar 29Replying to @theconfederacylost1965, @OksanaTrump, and 1 moreIntellectually retarded.1",110108693824592858
63,Mar 29,theconfederacylost1965,"John wick@theconfederacylost1965·Mar 29Replying to @NatashaFatale, @OksanaTrump, and 2 moreI take you don’t know",110108769090672839
64,Mar 29,eagle116, 101@eagle116·Mar 29Replying to @OksanaTrumpDEMONS OF DEMON-0-RATS DONT BELIEVE IN THE ALMIGHTY GOOD LORD GOD!!! Very simple!!! Arrogant bovine imbeciles!!! Nothing can be done unfortunately!!! LET IT GO!,110107778217587872
65,Mar 29,Lightworld,"AboveAndBeyond@Lightworld·Mar 29Replying to @OksanaTrumpShrinking list companies I will do business with! When they are losing customers, money and profits are down! Then!",110107827061287598
66,Mar 29,Madorinas,JackieDaytona@Madorinas·Mar 29Replying to @OksanaTrumpI really hate rainbows anymore. Assholes1,110107973576770222
67,Mar 31,trumplover7253,trumplover7253@trumplover7253·Mar 31Replying to @Madorinas and @OksanaTrump,110119372631935640
68,Mar 29,Arkancided,𝙹𝙲 𝙼𝚄𝚂𝙸𝙲@Arkancided·Mar 29Replying to @realDonaldTrump2,110107680314715693
69,Mar 29,El_Jefe87,Jeff @El_Jefe87·Mar 29Replying to @realDonaldTrump,110107680612997131
70,Mar 29,Arkancided,𝙹𝙲 𝙼𝚄𝚂𝙸𝙲@Arkancided·Mar 29Replying to @realDonaldTrump,110107685197805250
71,Mar 29,Mike190326,Michael@Mike190326·Mar 29Replying to @realDonaldTrump#Truth #MAGA,110107685225049911
72,Mar 29,Arkancided,𝙹𝙲 𝙼𝚄𝚂𝙸𝙲@Arkancided·Mar 29Replying to @realDonaldTrumpTRE46SON SEASON2,110107686841801708
73,Mar 29,CommonSenseCG, Common Sense @CommonSenseCG·Mar 29Replying to @realDonaldTrump#FreeTheJ6PoliticalPrisoners #DemocratsAndRINOsAreDespicable1,110107686871904780
