,date,author,text,id
0,Mar 28,jkk4782,Question Everything@jkk4782·Mar 28Replying to @shoupetem and @realDonaldTrump13932,110098993525884570
1,Mar 28,jkk4782,"Question Everything@jkk4782·Mar 28Replying to @shoupetem, @jkk4782, and 1 more2920",110098994524843813
2,Mar 28,jkk4782,"Question Everything@jkk4782·Mar 28Replying to @shoupetem, @jkk4782, and 1 more31235",110098995624314968
3,Mar 28,jkk4782,"Question Everything@jkk4782·Mar 28Replying to @shoupetem, @jkk4782, and 1 more1625",110098997027900927
4,Mar 28,YalePhD,"Yale PhD | #IStandWithTrump@YalePhD·Mar 28Replying to @jkk4782, @realDonaldTrump, and 1 more1617",110098998737986015
5,Mar 28,God_Bless_Trump,"Andrea | #IStandWithTrump @God_Bless_Trump·Mar 28Replying to @Lara45, @God_Bless_Trump, and 4 more1316",110099084295600380
6,Mar 28,MartinAHarriman,"MartyHarriman #IStandWithTrump@MartinAHarriman·Mar 28Replying to @God_Bless_Trump, @jkk4782, and 4 moreEpic !!1",110099091639162095
7,Mar 28,OksanaTrump," OKᔕᗩᑎᗩ Tᖇᑌᗰᑭ Verified Account@OksanaTrump·Mar 28Replying to @MartinAHarriman, @God_Bless_Trump, and 5 more1333",110101057930274907
8,Mar 28,PattiB4u,"PattiB4u@PattiB4u·Mar 28Replying to @God_Bless_Trump, @jkk4782, and 4 moreYou are the greatest President the country has ever had.  It will take an other month before they realised what you have set up for them. The Quantum financial system will give everyone the boost we need to return to financial glory.  I remember the Fiat system from 1960's when it was backed by gold.  The the fed started printing carelessly.3",110099109667459968
9,Mar 28,watchemcryOG,"Heath,Ƒʉͫcͧкͭιͪηͣ,Herpe@watchemcryOG·Mar 28Replying to @Lara45, @jkk4782, and 3 moreMaga loves pictures of water! #FlatEarthisMaga",110099012646709883
10,Mar 28,BDeanW,"Dean@BDeanW·Mar 28Replying to @Lara45, @jkk4782, and 3 more4",110099015784470827
11,Mar 28,LindaBachand2,"Real Linda Bachand@LindaBachand2·Mar 28Replying to @Lara45, @jkk4782, and 3 moreDonald J Trump was called to lead us for such a time as this and we want to hear whatever it is that he has to say.  All of it matters to us.1",110099182493467096
12,Mar 28,OceanAnnie,OCEANANNIE@OceanAnnie·Mar 28Replying to @Lara45Amen! The Lord is coming back!1,110101506828073645
13,Mar 28,demann71,"demann71@demann71·Mar 28Replying to @Lara45, @jkk4782, and 3 moreLove the saying and picture except I feel like Trump should be following Jesus.No. I know he should be.",110103204548739770
14,Mar 28,DLDawson,"FYI…RatBastardsGoingDown...@DLDawson·Mar 28Replying to @Lara45, @jkk4782, and 3 more111",110099002810656279
15,Mar 28,Looking2God," Kristianna @Looking2God·Mar 28Replying to @jkk4782, @realDonaldTrump, and 1 more1",110099001962618392
16,Mar 28,Looking2God," Kristianna @Looking2God·Mar 28Replying to @jkk4782, @realDonaldTrump, and 1 more14",110099003003138024
17,Mar 28,lemonjuice72,"lemonjuice72@lemonjuice72·Mar 28Replying to @Looking2God, @jkk4782, and 2 more   I love it!!!11",110099036613150279
18,Mar 28,Looking2God," Kristianna @Looking2God·Mar 28Replying to @lemonjuice72, @jkk4782, and 3 more",110100882564933229
19,Mar 28,Looking2God," Kristianna @Looking2God·Mar 28Replying to @jkk4782, @realDonaldTrump, and 1 more14",110099003834865370
20,Mar 28,Looking2God," Kristianna @Looking2God·Mar 28Replying to @jkk4782, @realDonaldTrump, and 1 more27",110099004634330462
21,Mar 28,Looking2God," Kristianna @Looking2God·Mar 28Replying to @jkk4782, @realDonaldTrump, and 1 more3",110099005998321221
22,Mar 28,Looking2God," Kristianna @Looking2God·Mar 28Replying to @jkk4782, @realDonaldTrump, and 1 more26",110099014963084641
23,Mar 28,JmkWalkow,"JMK Walkow@JmkWalkow·Mar 28Replying to @realDonaldTrump“Do prayers work miracles and save lives?” ― J.M.K. Walkow, Legend of Trumphttps://jmkwalkow.wordpress.com/2022/12/30/less-money-for-xi-more-chances-for-peace-by-putin-in-2023/Less money for Xi more chances for peace by Putin in&nbsp;2023Legend of Trump12",110098993694421097
24,Mar 28,Breitbartlives,TrumpWon@Breitbartlives·Mar 28Replying to @realDonaldTrumpIt’s re Truth1,110098993890883015
25,Mar 28,michaelleprophet,"Michael Le Prophet@michaelleprophet·Mar 28Replying to @realDonaldTrumpThe invasion by the Russian and Chinese armed forces will be the October surprise of 2025 CE. The Russians will launch an invasion of the European Union, and the Chinese will invade the South Pacific in an all-out attack unlike ever witnessed before. The Iranians and Arab nations will invade Israel. The United States, Europe, and Israel must prepare for world war now. Gog and Magog are coming!1",110098994517032529
26,Mar 28,ICEMAN4433,Ultra MAGA ICEMAN@ICEMAN4433·Mar 28Replying to @realDonaldTrumpbless you Mr President11,110098995549051737
27,Mar 28,Nonni_1776,Nonni_1776 #IStandWithTrump@Nonni_1776·Mar 28Replying to @realDonaldTrump#StandWithTrump 2,110098996691943107
